application_id,score,pd,decision,sabab
AP002679,393,0.1886,defolt,Отказ (скор 393). Основные факторы: Макс. просрочка (дн): -40 баллов; Возраст: -24 баллов; Нестабильность дохода (CV): -20 баллов
AP002680,438,0.1103,defolt,Отказ (скор 438). Основные факторы: Макс. просрочка (дн): -40 баллов; Возраст: -20 баллов; Стаж работы (мес): -19 баллов
AP002681,584,0.0163,toladi,Одобрено (скор 584). Положительные факторы: Стаж работы (мес): +28 баллов; DTI (долг/доход): +16 баллов; Медианный доход: +15 баллов
AP002682,460,0.084,toladi,Одобрено (скор 460). Положительные факторы: Нестабильность дохода (CV): +8 баллов; Образование: +6 баллов; Сумма/Доход: +6 баллов
AP002683,470,0.0735,toladi,Одобрено (скор 470). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +9 баллов; Возраст: +8 баллов
AP002684,311,0.4199,defolt,Отказ (скор 311). Основные факторы: DTI (долг/доход): -68 баллов; PTI (платёж/доход): -39 баллов; Срок кредита (мес): -22 баллов
AP002685,534,0.0319,toladi,Одобрено (скор 534). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов; Срок кредита (мес): +11 баллов
AP002686,443,0.1043,defolt,Отказ (скор 443). Основные факторы: PTI (платёж/доход): -39 баллов; DTI (долг/доход): -30 баллов
AP002687,385,0.206,defolt,Отказ (скор 385). Основные факторы: DTI (долг/доход): -47 баллов; PTI (платёж/доход): -25 баллов; Макс. просрочка (дн): -17 баллов
AP002688,220,0.7177,defolt,Отказ (скор 220). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Срок кредита (мес): -22 баллов
AP002689,562,0.0217,toladi,Одобрено (скор 562). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов; Стаж работы (мес): +14 баллов
AP002690,461,0.0824,toladi,Одобрено (скор 461). Положительные факторы: Тип занятости: +13 баллов; PTI (платёж/доход): +13 баллов; DTI (долг/доход): +13 баллов
AP002691,510,0.0438,toladi,Одобрено (скор 510). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов; Тип занятости: +13 баллов
AP002692,558,0.0229,toladi,Одобрено (скор 558). Положительные факторы: Стаж работы (мес): +23 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002693,463,0.0804,toladi,Одобрено (скор 463). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов; Тип занятости: +11 баллов
AP002694,529,0.0342,toladi,Одобрено (скор 529). Положительные факторы: Медианный доход: +30 баллов; Стаж работы (мес): +24 баллов; PTI (платёж/доход): +14 баллов
AP002695,466,0.0779,toladi,Одобрено (скор 466). Положительные факторы: DTI (долг/доход): +16 баллов; PTI (платёж/доход): +16 баллов; Медианный доход: +9 баллов
AP002696,557,0.0233,toladi,Одобрено (скор 557). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Срок кредита (мес): +15 баллов
AP002697,523,0.037,toladi,Одобрено (скор 523). Положительные факторы: Стаж работы (мес): +22 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +13 баллов
AP002698,214,0.7341,defolt,Отказ (скор 214). Основные факторы: DTI (долг/доход): -128 баллов; PTI (платёж/доход): -79 баллов; Макс. просрочка (дн): -40 баллов
AP002699,593,0.0143,toladi,Одобрено (скор 593). Положительные факторы: Медианный доход: +27 баллов; DTI (долг/доход): +16 баллов; PTI (платёж/доход): +15 баллов
AP002700,382,0.2131,defolt,Отказ (скор 382). Основные факторы: DTI (долг/доход): -24 баллов; Стаж работы (мес): -18 баллов; Сумма/Доход: -17 баллов
