applicant_id,loan_id,bank,summa,muddat_oy,oylik_tolov,qoldiq,max_kechikish_kun,status
A001508,L0001231,BANK-03,2060385,18,124361,763997,15,faol
A001510,L0001232,BANK-10,6035478,12,535955,784550,0,faol
A001510,L0001233,BANK-08,7161644,36,235127,2960137,0,faol
A001511,L0001234,BANK-07,22330968,60,491888,18048587,0,faol
A001514,L0001235,BANK-06,10849298,24,572178,9247051,95,yopilgan
A001515,L0001236,BANK-04,6258782,18,375334,4863518,0,faol
A001516,L0001237,BANK-08,4212961,36,146127,1339133,0,yopilgan
A001517,L0001238,BANK-03,2803491,36,92679,836102,15,faol
A001517,L0001239,BANK-09,6193038,12,572829,2651610,0,yopilgan
A001521,L0001240,BANK-03,9252026,24,480909,5167148,15,yopilgan
A001522,L0001241,BANK-04,19854686,24,1002814,4816070,0,faol
A001522,L0001242,BANK-01,17850280,12,1711668,8606979,15,faol
A001522,L0001243,BANK-11,21849253,12,2276899,5324296,45,yopilgan
A001523,L0001244,BANK-06,10850545,6,1981862,5055919,0,faol
A001524,L0001245,BANK-04,55591689,18,3962112,37068373,0,faol
A001525,L0001246,BANK-04,29147155,36,988888,19416287,45,faol
A001525,L0001247,BANK-02,19264464,18,1137959,2263927,0,faol
A001526,L0001248,BANK-10,3978371,36,144199,2516547,0,faol
A001527,L0001249,BANK-11,34121090,24,1534863,24006271,45,faol
A001528,L0001250,BANK-01,28323856,6,5938730,18878113,15,faol
A001529,L0001251,BANK-03,1170066,12,123595,148165,0,faol
A001532,L0001252,BANK-11,3699335,60,79773,542992,0,faol
A001532,L0001253,BANK-05,12697991,60,225012,9934107,0,faol
A001533,L0001254,BANK-12,11737703,60,218477,7987967,45,faol
A001534,L0001255,BANK-11,25869475,12,2825355,22022397,0,faol
A001535,L0001256,BANK-03,4713355,6,946854,2274315,0,faol
A001536,L0001257,BANK-08,9606041,36,353606,8082235,0,faol
A001536,L0001258,BANK-08,12088113,36,437891,1978437,15,faol
A001537,L0001259,BANK-11,16449775,24,883473,10440058,0,yopilgan
A001538,L0001260,BANK-04,21740639,36,697192,18398316,15,faol
A001540,L0001261,BANK-07,11783388,18,865205,5833603,0,faol
A001541,L0001262,BANK-12,1298493,60,22955,568211,0,faol
A001541,L0001263,BANK-05,16897032,60,298694,13979140,0,yopilgan
A001541,L0001264,BANK-05,10182885,12,1087551,7741969,0,faol
A001545,L0001265,BANK-12,12443246,36,367553,5507577,0,faol
A001547,L0001266,BANK-07,11961889,24,579624,10398418,0,yopilgan
A001547,L0001267,BANK-01,8116202,60,154585,6195900,0,faol
A001548,L0001268,BANK-10,26918673,6,5925327,12512881,45,faol
A001548,L0001269,BANK-02,29734613,12,3320513,14911809,15,faol
A001549,L0001270,BANK-11,9217374,24,454215,8030591,0,faol
A001549,L0001271,BANK-08,4583235,36,151361,2239901,0,faol
A001549,L0001272,BANK-02,18461300,60,364989,8064725,45,faol
A001551,L0001273,BANK-11,7324879,18,506885,5139929,0,faol
A001552,L0001274,BANK-07,9301665,6,2048986,4964521,0,faol
A001554,L0001275,BANK-08,3395145,36,119473,597467,0,faol
A001555,L0001276,BANK-02,6130801,6,1322903,5176875,0,faol
A001555,L0001277,BANK-02,5401573,6,1170718,4069477,0,faol
A001555,L0001278,BANK-04,8075345,18,496540,966394,0,faol
A001556,L0001279,BANK-02,10839511,24,592021,5524095,0,faol
A001557,L0001280,BANK-01,5368675,12,585598,2905156,0,faol
A001557,L0001281,BANK-04,8949354,6,1604195,999130,0,faol
A001558,L0001282,BANK-12,11488734,12,1181826,2804884,0,yopilgan
A001558,L0001283,BANK-07,13180759,36,430203,10853791,0,faol
A001560,L0001284,BANK-06,5043528,36,187352,2505439,0,faol
A001560,L0001285,BANK-04,7923977,36,256780,4154381,0,faol
A001561,L0001286,BANK-06,15358626,12,1660131,5059118,15,yopilgan
A001561,L0001287,BANK-04,5859592,24,286870,934249,0,faol
A001561,L0001288,BANK-07,13733171,12,1364214,6565441,0,faol
A001563,L0001289,BANK-05,18900746,60,366448,9775204,0,faol
A001564,L0001290,BANK-04,4034183,12,373569,2060433,0,faol
A001564,L0001291,BANK-06,129809219,12,13124764,69826101,95,yopilgan
A001564,L0001292,BANK-01,8949497,24,404174,3488751,0,faol
A001566,L0001293,BANK-04,10462703,60,187976,4606442,0,faol
A001566,L0001294,BANK-09,6811156,18,427020,2401068,15,faol
A001567,L0001295,BANK-07,14389240,12,1329890,8168009,15,faol
A001567,L0001296,BANK-04,7745717,12,753510,3221558,0,yopilgan
A001568,L0001297,BANK-01,93681022,6,20797725,81258471,0,faol
A001569,L0001298,BANK-07,2557445,24,139819,995462,0,faol
A001570,L0001299,BANK-10,8738249,6,1964579,7660102,15,faol
A001570,L0001300,BANK-05,2704206,6,603284,315475,0,yopilgan
A001572,L0001301,BANK-09,4637363,6,1035103,3492650,0,faol
A001572,L0001302,BANK-01,19599338,6,3820556,7147259,0,faol
A001577,L0001303,BANK-06,6172489,24,322751,712989,15,faol
A001578,L0001304,BANK-06,25209858,18,1647617,10019649,0,faol
A001578,L0001305,BANK-12,16881816,60,367163,12333902,0,faol
A001579,L0001306,BANK-06,61434082,6,11660009,13178245,0,faol
A001580,L0001307,BANK-04,71221382,12,7144230,14572155,45,faol
A001580,L0001308,BANK-03,15287539,24,737998,7456530,0,faol
A001580,L0001309,BANK-01,4408494,12,460889,2158554,15,faol
A001581,L0001310,BANK-12,11525008,24,518187,8253830,0,faol
A001581,L0001311,BANK-03,4151371,18,288006,3344192,0,faol
A001581,L0001312,BANK-10,5227876,12,465073,3928102,0,faol
A001585,L0001313,BANK-10,4371708,6,848614,3474375,0,faol
A001589,L0001314,BANK-08,5826640,18,365491,2698140,0,yopilgan
A001590,L0001315,BANK-03,39233908,12,3777357,17594894,0,faol
A001593,L0001316,BANK-07,15120134,36,562320,1638268,0,faol
A001595,L0001317,BANK-10,5251422,24,295232,3087438,15,faol
A001595,L0001318,BANK-09,48755988,12,4339202,39448036,0,yopilgan
A001596,L0001319,BANK-03,3116867,12,341252,1180813,45,yopilgan
A001596,L0001320,BANK-09,5372311,24,266569,2679146,0,faol
A001598,L0001321,BANK-05,5383635,36,186962,620478,0,faol
A001598,L0001322,BANK-09,13845662,36,495222,2406474,45,faol
A001598,L0001323,BANK-12,5300178,18,380569,1121231,15,faol
A001601,L0001324,BANK-06,6105347,6,1229093,793720,0,faol
A001601,L0001325,BANK-12,9147636,6,1723274,2955597,15,faol
A001601,L0001326,BANK-03,25229709,60,447478,2975993,0,faol
A001604,L0001327,BANK-09,9560313,12,838429,7188458,15,faol
A001606,L0001328,BANK-07,8564879,24,447009,7072596,0,faol
A001607,L0001329,BANK-05,15426883,36,486623,4459072,15,faol
A001609,L0001330,BANK-05,19553530,24,862788,16633531,0,faol
A001610,L0001331,BANK-07,48625091,6,9751034,12576349,0,faol
A001613,L0001332,BANK-08,6254737,12,702815,4754610,45,faol
A001613,L0001333,BANK-01,31049415,18,1994855,20532056,0,faol
A001616,L0001334,BANK-05,10898963,24,608677,6324296,45,faol
A001616,L0001335,BANK-05,773151,18,45915,653864,95,faol
A001616,L0001336,BANK-11,20410408,36,757743,9613152,15,faol
A001618,L0001337,BANK-04,13258587,36,476980,3189281,0,faol
A001618,L0001338,BANK-10,2207517,24,111431,1957434,0,faol
A001619,L0001339,BANK-02,9628311,60,216231,7710504,15,faol
A001619,L0001340,BANK-11,32170169,60,651401,25168162,0,faol
A001620,L0001341,BANK-07,13451617,36,448834,10138991,0,yopilgan
A001620,L0001342,BANK-08,3876251,36,121948,1571322,0,yopilgan
A001621,L0001343,BANK-12,23444027,12,2595442,2772154,15,faol
A001622,L0001344,BANK-04,6876666,60,143622,2628888,0,faol
A001626,L0001345,BANK-08,8666134,24,426254,5651282,15,faol
A001626,L0001346,BANK-08,9914418,36,325333,2520356,0,faol
A001626,L0001347,BANK-01,31227551,36,918032,7935961,0,faol
A001628,L0001348,BANK-03,5506644,36,190708,4924305,15,faol
A001629,L0001349,BANK-01,28284559,18,1950690,15690223,0,faol
A001629,L0001350,BANK-12,13543253,12,1299291,11415264,0,faol
A001629,L0001351,BANK-03,43906920,18,2813506,33256535,0,yopilgan
A001632,L0001352,BANK-05,15970518,12,1613129,10306133,0,yopilgan
A001632,L0001353,BANK-02,7319175,6,1510413,5136926,0,faol
A001634,L0001354,BANK-02,39124140,36,1247863,17435307,15,faol
A001635,L0001355,BANK-04,22022014,36,718229,16821477,0,faol
A001636,L0001356,BANK-09,6802550,18,487772,2253799,0,faol
A001637,L0001357,BANK-06,30798420,60,664334,3825797,0,faol
A001637,L0001358,BANK-09,10294175,12,903839,2440023,15,faol
A001638,L0001359,BANK-04,13669604,60,248196,2248441,0,yopilgan
A001638,L0001360,BANK-04,3428217,24,174772,2372933,0,yopilgan
A001639,L0001361,BANK-12,26130795,6,5276409,16804869,45,faol
A001639,L0001362,BANK-06,5678572,12,606872,4540715,15,faol
A001640,L0001363,BANK-04,16493139,36,536822,7545674,0,faol
A001642,L0001364,BANK-09,7273351,60,131795,2412851,0,yopilgan
A001651,L0001365,BANK-10,5563752,36,199400,1986553,0,faol
A001651,L0001366,BANK-03,12760290,6,2746742,8569206,0,faol
A001652,L0001367,BANK-12,4375478,18,327431,3035790,0,faol
A001652,L0001368,BANK-02,11506963,60,246414,7231814,0,yopilgan
A001653,L0001369,BANK-06,83157234,6,18170860,61688839,15,faol
A001657,L0001370,BANK-09,29248494,60,641089,25196760,45,faol
A001661,L0001371,BANK-10,13344163,24,628362,3892321,95,faol
A001661,L0001372,BANK-09,24919590,36,924552,15484903,0,faol
A001662,L0001373,BANK-05,6355398,24,322908,4711873,0,faol
A001664,L0001374,BANK-11,8411259,6,1604623,6294776,0,faol
A001666,L0001375,BANK-07,15235910,24,723349,4106328,0,faol
A001667,L0001376,BANK-03,9323054,24,422746,7151481,0,faol
A001667,L0001377,BANK-10,26298189,36,978870,14046365,0,faol
A001669,L0001378,BANK-07,8835072,18,532982,1355777,0,faol
A001669,L0001379,BANK-03,8090515,6,1489219,6566742,0,faol
A001671,L0001380,BANK-08,10752518,12,973288,4458381,0,faol
A001671,L0001381,BANK-02,1388978,36,45896,981617,0,faol
A001672,L0001382,BANK-12,32294576,18,2353597,28710383,15,faol
A001674,L0001383,BANK-02,17696053,24,815691,10302962,0,faol
A001676,L0001384,BANK-01,7312981,24,364087,3967820,0,yopilgan
A001677,L0001385,BANK-04,32218919,36,992106,10221555,15,faol
A001677,L0001386,BANK-03,30791368,6,6177071,18329338,0,faol
A001678,L0001387,BANK-05,29929163,36,1092907,18760445,15,faol
A001678,L0001388,BANK-12,11467038,24,565744,6197927,0,faol
A001679,L0001389,BANK-06,4928198,24,273240,1109547,0,faol
A001681,L0001390,BANK-12,5285799,60,101072,4504594,45,faol
A001682,L0001391,BANK-06,10628667,6,2307599,8211747,15,faol
A001682,L0001392,BANK-06,6808218,24,342657,4429916,0,faol
A001683,L0001393,BANK-02,27393434,6,4927242,10781756,0,yopilgan
A001686,L0001394,BANK-10,21655507,36,690546,17887481,45,faol
A001686,L0001395,BANK-05,27606042,60,522895,13613255,0,yopilgan
A001688,L0001396,BANK-07,13894629,24,753947,7482780,0,yopilgan
A001688,L0001397,BANK-12,14126177,6,2863611,7370377,0,faol
A001689,L0001398,BANK-12,12271240,6,2550224,8427915,15,faol
A001692,L0001399,BANK-12,42782579,36,1536307,18203932,95,yopilgan
A001694,L0001400,BANK-09,2041467,36,63195,501922,15,faol
A001694,L0001401,BANK-01,6001823,18,391981,3975289,0,faol
A001697,L0001402,BANK-01,15536385,60,304182,7663199,15,yopilgan
A001698,L0001403,BANK-01,5686418,36,200526,2955347,15,faol
A001698,L0001404,BANK-12,16952467,24,797816,3777207,0,faol
A001700,L0001405,BANK-11,22508804,18,1597302,2456052,0,faol
A001700,L0001406,BANK-11,8645650,60,184900,2228257,0,faol
A001702,L0001407,BANK-04,10453763,24,460990,4032058,0,faol
A001703,L0001408,BANK-07,17857440,36,641091,6163971,0,faol
A001703,L0001409,BANK-11,11965888,24,633344,3939134,0,faol
A001703,L0001410,BANK-12,10425505,12,1090266,8480752,15,faol
A001705,L0001411,BANK-04,18088904,18,1337367,3444613,15,faol
A001707,L0001412,BANK-07,20891278,18,1545057,5736555,0,faol
A001707,L0001413,BANK-07,16465155,36,564770,7154361,0,faol
A001708,L0001414,BANK-12,2685044,12,245436,860768,0,faol
A001709,L0001415,BANK-11,11785807,24,589744,2973736,0,faol
A001710,L0001416,BANK-07,19020558,12,2053526,10675576,15,yopilgan
A001710,L0001417,BANK-02,33070543,6,6456045,3389044,0,faol
A001711,L0001418,BANK-09,8891422,6,1873899,3520776,15,faol
A001711,L0001419,BANK-10,4792720,12,421983,2285504,15,faol
A001712,L0001420,BANK-02,7802017,36,267989,3162462,0,faol
A001715,L0001421,BANK-03,7222407,18,539387,6162390,45,faol
A001716,L0001422,BANK-03,8024839,12,822064,3118353,45,faol
A001716,L0001423,BANK-08,4180843,18,271179,642283,0,faol
A001716,L0001424,BANK-01,10234336,60,208311,9127502,0,yopilgan
A001718,L0001425,BANK-09,10401029,12,968430,4507673,15,yopilgan
A001718,L0001426,BANK-07,10276079,60,210020,1885479,0,yopilgan
A001719,L0001427,BANK-05,5633283,6,1097139,2802124,0,faol
A001724,L0001428,BANK-05,12554341,18,902684,8792321,0,faol
A001727,L0001429,BANK-07,15968896,12,1651892,10713375,0,faol
A001728,L0001430,BANK-06,29482236,6,5452012,18285538,0,faol
A001734,L0001431,BANK-10,10445925,24,462580,3968772,15,yopilgan
A001735,L0001432,BANK-07,18820628,60,382711,11286340,0,yopilgan
A001736,L0001433,BANK-05,22817482,6,4464858,2571734,0,yopilgan
A001736,L0001434,BANK-08,13789944,24,744857,6145182,0,faol
A001737,L0001435,BANK-03,14470865,18,1023178,10385986,0,faol
A001737,L0001436,BANK-10,18442973,18,1089887,10071579,0,yopilgan
A001740,L0001437,BANK-08,9612197,6,1917936,6579361,0,faol
A001744,L0001438,BANK-04,15650760,18,948456,6348196,0,faol
A001745,L0001439,BANK-12,11599897,60,221025,2741974,0,faol
A001750,L0001440,BANK-04,4542356,18,278199,956329,0,faol
A001750,L0001441,BANK-03,5870461,18,426142,3405992,0,faol
A001754,L0001442,BANK-03,18474652,12,1882518,3028321,0,faol
A001754,L0001443,BANK-08,10398697,36,386606,6486871,0,faol
A001754,L0001444,BANK-04,17752534,12,1600338,7697085,0,yopilgan
A001758,L0001445,BANK-07,7735064,24,341476,1134555,0,yopilgan
A001758,L0001446,BANK-06,31382545,12,3179493,17288138,45,yopilgan
A001759,L0001447,BANK-03,5473592,24,271623,578398,0,faol
A001759,L0001448,BANK-09,11223316,24,498035,6534686,0,faol
A001760,L0001449,BANK-05,6599877,18,430734,1251221,15,faol
A001760,L0001450,BANK-05,7114871,24,354288,3152474,0,faol
A001764,L0001451,BANK-02,47531225,12,4188190,19186427,15,faol
A001765,L0001452,BANK-08,22457350,18,1380117,11000644,0,faol
A001765,L0001453,BANK-09,9315322,60,180493,1214965,95,faol
A001765,L0001454,BANK-08,8211014,24,380760,7367427,15,faol
A001766,L0001455,BANK-05,86815418,36,3092341,51750418,15,faol
A001768,L0001456,BANK-06,4197216,6,923918,946343,15,faol
A001770,L0001457,BANK-04,14467006,6,2985677,3831819,45,faol
A001772,L0001458,BANK-04,9802607,60,185859,5362341,15,faol
A001773,L0001459,BANK-02,16960378,12,1694326,10992424,15,faol
A001774,L0001460,BANK-01,7994923,18,468979,6082653,0,faol
A001775,L0001461,BANK-09,17606883,36,618125,7877487,0,faol
A001775,L0001462,BANK-06,8029644,12,820600,6698590,0,faol
A001776,L0001463,BANK-05,18644793,24,954741,12749641,0,faol
A001776,L0001464,BANK-09,12077978,18,764868,2115096,15,faol
A001777,L0001465,BANK-08,34201955,60,662912,12620280,0,faol
A001777,L0001466,BANK-06,27026332,12,2442435,22349018,15,faol
A001780,L0001467,BANK-06,13909711,6,2965493,3139302,15,faol
A001783,L0001468,BANK-10,16993043,60,327276,3170797,0,faol
A001783,L0001469,BANK-05,44647610,6,9725075,31078724,0,faol
A001784,L0001470,BANK-08,9296014,24,495134,2534134,0,faol
A001784,L0001471,BANK-01,7964682,12,723319,1242844,0,faol
A001785,L0001472,BANK-10,58433320,60,1140804,36822400,0,faol
A001785,L0001473,BANK-05,6343263,12,654134,4842609,0,faol
A001786,L0001474,BANK-12,5065479,18,344687,2721717,15,faol
A001787,L0001475,BANK-07,12973874,24,710450,8481330,45,faol
A001789,L0001476,BANK-02,14859750,36,522446,3790462,0,faol
A001789,L0001477,BANK-08,7436303,18,448381,2746354,45,faol
A001790,L0001478,BANK-10,5880765,6,1114255,1427760,15,faol
A001792,L0001479,BANK-10,65414757,24,3499684,43189175,0,faol
A001796,L0001480,BANK-08,11068067,60,236020,1313771,0,yopilgan
A001796,L0001481,BANK-09,32430185,18,2316247,11381691,15,faol
A001799,L0001482,BANK-03,45286081,24,2169097,39903948,15,yopilgan
A001799,L0001483,BANK-05,6083795,6,1069774,2777102,0,faol
A001800,L0001484,BANK-11,24688118,18,1710480,18838769,0,faol
A001800,L0001485,BANK-10,3962340,18,255024,1793396,15,yopilgan
A001800,L0001486,BANK-04,24736040,12,2490211,12637541,0,yopilgan
A001801,L0001487,BANK-05,47153085,36,1700871,25685245,0,faol
A001802,L0001488,BANK-12,13534403,36,426031,6605740,15,faol
A001803,L0001489,BANK-03,5282814,60,112375,1534711,0,faol
A001805,L0001490,BANK-06,48827231,24,2356049,31319082,0,faol
A001805,L0001491,BANK-01,22131536,6,4287903,5597188,15,faol
A001805,L0001492,BANK-06,21416559,60,422581,18635306,0,yopilgan
A001806,L0001493,BANK-01,4930939,12,500208,2802709,0,faol
A001807,L0001494,BANK-04,27463180,12,2593904,24610196,0,faol
A001809,L0001495,BANK-05,26513317,60,548142,11391986,0,yopilgan
A001810,L0001496,BANK-05,9053878,24,420228,4103121,0,faol
A001812,L0001497,BANK-12,3526211,18,238125,2773670,15,yopilgan
A001813,L0001498,BANK-05,27168645,18,1834522,19807658,0,faol
A001813,L0001499,BANK-10,5776536,36,201047,3186436,45,faol
A001813,L0001500,BANK-02,56213870,24,2854137,14809364,0,faol
A001814,L0001501,BANK-06,38732701,60,868661,15629111,0,faol
A001814,L0001502,BANK-08,4417891,36,132208,3393434,0,faol
A001814,L0001503,BANK-06,8383006,60,149535,5647308,0,faol
A001817,L0001504,BANK-10,35550219,36,1255484,8939063,0,faol
A001817,L0001505,BANK-06,16832707,24,826899,13653048,0,faol
A001821,L0001506,BANK-12,993417,6,205480,707203,0,faol
A001821,L0001507,BANK-09,11591980,6,2161766,3837352,0,faol
A001821,L0001508,BANK-12,3884934,18,252113,3414196,0,faol
A001823,L0001509,BANK-04,6660864,36,205519,2429447,0,faol
A001825,L0001510,BANK-01,17616696,12,1883203,3630743,0,faol
A001826,L0001511,BANK-01,9284337,60,197501,4311505,0,faol
A001826,L0001512,BANK-12,8025613,12,758853,1313525,0,yopilgan
A001828,L0001513,BANK-02,6182506,60,121090,2923042,15,faol
A001828,L0001514,BANK-11,7843666,24,352451,6113249,0,faol
A001829,L0001515,BANK-06,5804576,12,517205,2195063,95,faol
A001830,L0001516,BANK-11,9493356,12,895078,2754424,0,yopilgan
A001831,L0001517,BANK-06,7991526,60,160656,6045788,0,faol
A001834,L0001518,BANK-02,24081361,6,4605133,8647380,0,yopilgan
A001834,L0001519,BANK-10,11623440,36,398583,4935201,0,yopilgan
A001834,L0001520,BANK-04,9281514,36,329889,8140390,15,faol
A001835,L0001521,BANK-02,24265158,6,4982933,6955582,0,faol
A001839,L0001522,BANK-07,3493415,36,127865,2401147,0,faol
A001839,L0001523,BANK-10,6573496,24,298785,2404853,0,yopilgan
A001842,L0001524,BANK-11,14513937,18,892196,5674673,15,faol
A001843,L0001525,BANK-01,12808917,24,581332,9972729,0,faol
A001845,L0001526,BANK-03,39280124,24,2146882,29341546,95,faol
A001846,L0001527,BANK-02,4185377,12,407305,1153215,45,faol
A001848,L0001528,BANK-02,3699557,60,73184,1726084,0,faol
A001849,L0001529,BANK-02,40805096,60,916796,12895737,0,faol
A001849,L0001530,BANK-03,21621731,24,962604,17514980,0,faol
A001849,L0001531,BANK-09,11784363,12,1209247,7862948,95,faol
A001850,L0001532,BANK-10,13067596,12,1321647,8194357,15,faol
A001851,L0001533,BANK-11,12978485,18,759627,6159201,0,faol
A001852,L0001534,BANK-02,21494433,18,1304914,8392914,0,faol
A001852,L0001535,BANK-09,9512653,12,957243,3922153,95,yopilgan
A001854,L0001536,BANK-06,81677299,6,14754863,8987641,0,faol
A001854,L0001537,BANK-04,16634688,36,608646,12399393,0,faol
A001855,L0001538,BANK-03,45660260,18,3186929,17469151,0,faol
A001856,L0001539,BANK-11,14165564,18,1058155,8451708,45,faol
A001856,L0001540,BANK-01,6775359,24,362405,5821861,0,faol
A001857,L0001541,BANK-03,8515682,36,278354,3615711,45,faol
A001857,L0001542,BANK-11,11316576,6,2054115,3922073,0,faol
A001858,L0001543,BANK-02,22224447,6,4784688,6873877,95,faol
A001858,L0001544,BANK-10,14829527,18,949567,6679188,0,faol
A001860,L0001545,BANK-02,26026236,24,1204857,16773160,0,faol
A001861,L0001546,BANK-03,23504780,24,1303158,20164592,0,faol
A001861,L0001547,BANK-11,8693019,24,381030,2478139,0,yopilgan
A001862,L0001548,BANK-08,8061620,18,585438,1246683,0,faol
A001863,L0001549,BANK-06,12951167,60,255959,5591200,15,faol
A001863,L0001550,BANK-03,10392512,6,2219095,1512851,0,faol
A001864,L0001551,BANK-09,12077289,60,211734,7937387,15,faol
A001865,L0001552,BANK-08,9912373,24,539604,5170852,45,faol
A001866,L0001553,BANK-02,32424480,6,6104444,22852637,0,faol
A001867,L0001554,BANK-05,21549503,60,423397,14079970,15,faol
A001867,L0001555,BANK-07,18511151,60,389120,2435128,0,faol
A001869,L0001556,BANK-06,27249078,12,3018702,16238521,45,faol
A001873,L0001557,BANK-11,4976168,24,256029,4126579,0,faol
A001873,L0001558,BANK-01,6217042,60,136658,4084649,0,faol
A001880,L0001559,BANK-11,8774085,12,902553,7883550,15,faol
A001881,L0001560,BANK-04,8767172,36,273290,7129278,15,faol
A001882,L0001561,BANK-08,4904987,24,268993,1098172,0,faol
A001883,L0001562,BANK-11,17432006,60,316602,14071855,0,faol
A001883,L0001563,BANK-04,5705835,6,1257913,621613,0,faol
A001883,L0001564,BANK-06,5779352,18,427813,1282560,0,faol
A001887,L0001565,BANK-09,13128235,24,615628,11172599,0,yopilgan
A001890,L0001566,BANK-04,1971705,12,191352,1627895,0,faol
A001895,L0001567,BANK-01,5207487,36,156098,3938291,0,faol
A001895,L0001568,BANK-11,49964702,60,938643,32744810,0,faol
A001896,L0001569,BANK-04,10068036,60,208070,5680827,0,faol
A001896,L0001570,BANK-01,10290512,6,2296242,9155102,0,faol
A001898,L0001571,BANK-09,4859909,6,982109,4151688,15,faol
A001898,L0001572,BANK-05,18356073,12,1821275,5931880,0,yopilgan
A001899,L0001573,BANK-01,65141025,36,2236271,41754292,0,faol
A001899,L0001574,BANK-08,11422542,60,215766,7409012,15,faol
A001900,L0001575,BANK-06,17181429,18,1255087,9441812,0,yopilgan
A001900,L0001576,BANK-03,14311790,12,1408619,9747316,0,faol
A001901,L0001577,BANK-01,29666643,6,5863783,20034294,15,yopilgan
A001902,L0001578,BANK-05,17346379,60,376949,6548315,45,faol
A001902,L0001579,BANK-02,5541108,60,105217,3593775,0,faol
A001905,L0001580,BANK-07,25514242,24,1245950,16583545,0,faol
A001906,L0001581,BANK-06,18644251,6,3525299,3792276,0,faol
A001908,L0001582,BANK-02,10553021,24,484122,5411383,0,faol
A001908,L0001583,BANK-10,4776659,18,305672,3529114,45,faol
A001908,L0001584,BANK-10,13283603,36,402973,11887073,0,faol
A001910,L0001585,BANK-06,6370259,24,341041,2823526,0,faol
A001911,L0001586,BANK-11,30645572,6,6111843,4490632,0,yopilgan
A001911,L0001587,BANK-09,12226155,6,2603751,7264630,15,yopilgan
A001913,L0001588,BANK-10,34528307,12,3742544,3876404,0,yopilgan
A001914,L0001589,BANK-10,2901009,36,95151,829718,0,faol
A001915,L0001590,BANK-09,5117031,60,96156,1300665,0,yopilgan
A001917,L0001591,BANK-10,7628573,6,1684136,5110325,0,yopilgan
A001917,L0001592,BANK-10,6377292,18,476014,3431310,0,faol
A001917,L0001593,BANK-11,34386648,36,1068624,15203212,0,faol
A001918,L0001594,BANK-06,10301409,60,218659,7436830,0,faol
A001919,L0001595,BANK-02,9332564,36,308967,4182931,0,faol
A001920,L0001596,BANK-09,12855080,60,261556,2018577,0,faol
A001920,L0001597,BANK-04,13444642,6,2862570,8141059,0,faol
A001922,L0001598,BANK-02,6278061,18,380564,963316,0,faol
A001922,L0001599,BANK-05,10993692,60,223903,8051200,15,faol
A001924,L0001600,BANK-02,6576707,60,124544,4889571,15,yopilgan
A001925,L0001601,BANK-06,10893873,6,2163874,2007782,0,faol
A001925,L0001602,BANK-05,4524223,12,467301,3906626,0,yopilgan
A001925,L0001603,BANK-07,14495355,24,800486,8245008,0,faol
A001926,L0001604,BANK-06,9466789,18,587815,2243491,15,yopilgan
A001929,L0001605,BANK-12,10712946,12,1028106,3357372,0,faol
A001929,L0001606,BANK-04,4010231,18,293564,2715743,0,faol
A001930,L0001607,BANK-02,6436156,60,134097,3336292,0,yopilgan
A001930,L0001608,BANK-12,10119336,6,1998951,2712525,0,yopilgan
A001930,L0001609,BANK-10,7982139,12,850624,2368488,0,faol
A001931,L0001610,BANK-02,21646729,36,674245,8886729,0,faol
A001934,L0001611,BANK-03,10867241,6,2172601,2487817,0,faol
A001935,L0001612,BANK-01,7155291,24,337454,4039906,0,faol
A001937,L0001613,BANK-08,12764887,60,244196,2927420,95,faol
A001940,L0001614,BANK-09,12956571,60,252394,10788533,0,faol
A001942,L0001615,BANK-06,8131911,60,176983,1065341,15,faol
A001943,L0001616,BANK-05,27147315,36,831052,14504848,0,faol
A001943,L0001617,BANK-10,12814741,6,2483813,8549300,15,yopilgan
A001945,L0001618,BANK-12,6532216,12,634552,3625218,0,yopilgan
A001945,L0001619,BANK-04,13591239,36,475009,10134990,15,faol
A001946,L0001620,BANK-08,1545008,60,29390,658297,15,faol
A001946,L0001621,BANK-03,4284021,18,270162,2793463,15,faol
A001947,L0001622,BANK-11,18206264,12,1727139,13008069,0,faol
A001947,L0001623,BANK-05,5507446,12,519881,2566751,0,faol
A001947,L0001624,BANK-12,45251581,6,8847857,8023043,0,faol
A001949,L0001625,BANK-04,7523390,12,844603,1110009,0,yopilgan
A001950,L0001626,BANK-09,12744171,36,458012,2480275,0,faol
A001951,L0001627,BANK-11,29643553,18,1817132,19956245,0,faol
A001953,L0001628,BANK-04,11386261,60,210985,4414950,0,faol
A001953,L0001629,BANK-10,31916796,6,6985635,4262509,0,faol
A001955,L0001630,BANK-06,11202474,24,567515,4305525,15,yopilgan
A001956,L0001631,BANK-02,9615421,6,1990607,6690475,15,faol
A001958,L0001632,BANK-11,13268780,12,1429185,5724363,15,faol
A001959,L0001633,BANK-03,64435723,60,1419243,49593356,45,faol
A001960,L0001634,BANK-12,5925053,6,1192171,3082886,15,faol
A001961,L0001635,BANK-10,20509762,6,3918012,12956230,95,faol
A001962,L0001636,BANK-09,11460355,12,1055360,2546664,0,faol
A001962,L0001637,BANK-12,30590790,60,559509,27168814,0,faol
A001963,L0001638,BANK-08,5877343,6,1268431,1485765,15,yopilgan
A001963,L0001639,BANK-12,32653954,6,7028306,24156690,0,faol
A001965,L0001640,BANK-08,19721009,18,1218092,4530226,15,yopilgan
A001965,L0001641,BANK-05,7011522,24,318467,2665013,45,faol
A001965,L0001642,BANK-12,18850054,36,566019,14076592,0,faol
