application_id,applicant_id,ariza_sana,sorlgan_summa,maqsad,muddat_oy,mavjud_oylik_yuk,natija
AP001198,A001198,2024-06-30,8647844,kredit_karta,12,7535223,defolt
AP001199,A001199,2024-12-22,21734491,kredit_karta,12,0,toladi
AP001200,A001200,2024-12-19,47937008,mikrobiznes,36,0,toladi
AP001201,A001201,2024-05-30,23096251,avto,12,471758,toladi
AP001202,A001202,2024-10-20,17502859,ta'lim,36,0,defolt
AP001203,A001203,2024-08-06,5441426,ipoteka,60,0,toladi
AP001204,A001204,2024-05-01,33511563,ta'lim,6,0,toladi
AP001205,A001205,2024-10-15,20660752,avto,6,210559,toladi
AP001206,A001206,2025-01-16,18166847,avto,12,1112166,toladi
AP001207,A001207,2024-06-21,31161549,ta'lim,60,0,toladi
AP001208,A001208,2024-05-03,5410810,kredit_karta,6,1440765,toladi
AP001209,A001209,2024-10-24,15573244,iste'mol,6,0,defolt
AP001210,A001210,2024-09-26,1550709,ta'lim,24,565994,toladi
AP001211,A001211,2024-09-30,9382088,iste'mol,60,0,toladi
AP001212,A001212,2025-01-17,18131357,mikrobiznes,24,3412165,toladi
AP001213,A001213,2024-11-17,20281977,avto,36,0,toladi
AP001214,A001214,2024-08-30,18378007,iste'mol,36,1249065,toladi
AP001215,A001215,2025-02-07,8924849,avto,6,94010,toladi
AP001216,A001216,2024-10-31,45451727,kredit_karta,36,6163001,toladi
AP001217,A001217,2024-07-19,16578207,iste'mol,12,3246637,toladi
AP001218,A001218,2024-05-25,16462656,iste'mol,12,445304,toladi
AP001219,A001219,2025-01-16,17533765,ta'lim,60,2183403,toladi
AP001220,A001220,2024-08-22,12037371,ta'lim,36,7120548,toladi
AP001221,A001221,2025-01-24,9857532,kredit_karta,36,0,toladi
AP001222,A001222,2024-08-30,8185278,kredit_karta,60,110301,toladi
AP001223,A001223,2024-10-17,7570533,iste'mol,36,120519,toladi
AP001224,A001224,2024-08-13,5634797,avto,12,0,defolt
AP001225,A001225,2024-05-02,20549972,ta'lim,12,4016324,toladi
AP001226,A001226,2024-05-18,9913352,ipoteka,6,4046686,toladi
AP001227,A001227,2024-05-28,19462952,ipoteka,6,0,toladi
AP001228,A001228,2025-02-02,16508760,kredit_karta,24,943811,toladi
AP001229,A001229,2025-01-20,8864057,iste'mol,36,0,toladi
AP001230,A001230,2024-09-24,11474729,kredit_karta,24,270197,toladi
AP001231,A001231,2024-10-20,26037901,mikrobiznes,6,702562,toladi
AP001232,A001232,2024-05-12,49602569,kredit_karta,36,4650850,toladi
AP001233,A001233,2024-05-03,14505291,mikrobiznes,36,367277,toladi
AP001234,A001234,2024-12-03,27213765,kredit_karta,12,3006682,defolt
AP001235,A001235,2024-10-12,22105348,avto,6,520840,defolt
AP001236,A001236,2024-05-27,9911237,iste'mol,24,2513196,toladi
AP001237,A001237,2024-09-02,15773797,avto,60,0,toladi
AP001238,A001238,2024-08-15,31910878,kredit_karta,6,4422496,toladi
AP001239,A001239,2024-08-08,17387598,ta'lim,24,4502327,defolt
AP001240,A001240,2024-04-30,11327348,kredit_karta,24,0,toladi
AP001241,A001241,2024-08-15,9614793,iste'mol,60,2288224,toladi
AP001242,A001242,2024-06-21,35500393,kredit_karta,6,871543,toladi
AP001243,A001243,2024-07-30,8083136,ta'lim,24,246251,toladi
AP001244,A001244,2025-01-18,20091221,iste'mol,6,399290,toladi
AP001245,A001245,2024-11-01,41995074,avto,60,6727446,defolt
AP001246,A001246,2024-05-20,6213697,avto,6,5732723,defolt
AP001247,A001247,2024-06-01,16173164,kredit_karta,12,0,defolt
AP001248,A001248,2024-05-11,25066759,kredit_karta,12,1601474,toladi
AP001249,A001249,2024-08-09,16673281,mikrobiznes,36,591028,toladi
AP001250,A001250,2025-01-09,17181486,ipoteka,6,0,toladi
AP001251,A001251,2024-09-02,16732716,ta'lim,24,8224399,defolt
AP001252,A001252,2024-07-06,45985572,ipoteka,36,3294746,toladi
AP001253,A001253,2024-11-21,10659094,avto,24,590719,toladi
AP001254,A001254,2024-11-11,17683191,avto,24,0,toladi
AP001255,A001255,2024-06-23,17901841,ipoteka,24,0,toladi
AP001256,A001256,2025-02-25,53743750,iste'mol,36,3586051,defolt
AP001257,A001257,2024-11-23,75513312,avto,36,5244157,toladi
AP001258,A001258,2024-08-19,7353842,kredit_karta,12,0,toladi
AP001259,A001259,2024-04-09,14401444,ipoteka,12,856884,toladi
AP001260,A001260,2024-06-06,8863925,ta'lim,24,0,toladi
AP001261,A001261,2024-07-25,15266662,avto,6,1088919,toladi
AP001262,A001262,2024-11-30,11713140,kredit_karta,60,451729,toladi
AP001263,A001263,2025-01-08,26980049,ipoteka,12,362584,toladi
AP001264,A001264,2024-09-24,39111478,iste'mol,36,0,toladi
AP001265,A001265,2024-12-05,11678507,avto,36,1005801,toladi
AP001266,A001266,2024-08-16,13167025,iste'mol,6,0,toladi
AP001267,A001267,2024-07-31,11416793,kredit_karta,24,1544901,toladi
AP001268,A001268,2025-01-19,36612211,kredit_karta,6,719353,defolt
AP001269,A001269,2024-05-30,40062681,ipoteka,36,0,toladi
AP001270,A001270,2024-05-15,47670881,ta'lim,24,0,toladi
AP001271,A001271,2024-06-08,19792757,ipoteka,60,0,toladi
AP001272,A001272,2025-02-28,53248735,ta'lim,24,0,toladi
AP001273,A001273,2024-09-25,40111906,mikrobiznes,36,0,defolt
AP001274,A001274,2024-05-19,17518400,iste'mol,12,1044721,toladi
AP001275,A001275,2025-01-01,18370717,iste'mol,36,0,toladi
AP001276,A001276,2024-06-19,8928546,ipoteka,60,0,toladi
AP001277,A001277,2024-12-10,22802747,kredit_karta,12,397948,toladi
AP001278,A001278,2024-11-25,6014793,avto,60,0,toladi
AP001279,A001279,2024-07-28,13999443,ta'lim,36,0,toladi
AP001280,A001280,2024-11-11,13289687,kredit_karta,60,881664,toladi
AP001281,A001281,2025-01-08,8353561,iste'mol,60,257010,toladi
AP001282,A001282,2024-12-11,21751209,avto,36,0,toladi
AP001283,A001283,2024-07-11,5096151,iste'mol,6,146851,toladi
AP001284,A001284,2024-08-12,45126121,kredit_karta,36,9545547,toladi
AP001285,A001285,2025-02-14,52082437,ta'lim,36,187528,toladi
AP001286,A001286,2024-04-17,23347862,ipoteka,60,2425740,toladi
AP001287,A001287,2024-09-10,16825997,ipoteka,60,0,toladi
AP001288,A001288,2024-11-15,11711238,ta'lim,36,0,toladi
AP001289,A001289,2025-01-01,18950352,ta'lim,60,0,toladi
AP001290,A001290,2024-07-13,22194349,ta'lim,60,1264079,toladi
AP001291,A001291,2024-11-10,12179087,mikrobiznes,24,406808,toladi
AP001292,A001292,2024-06-26,55555424,avto,6,212864,toladi
AP001293,A001293,2024-10-17,10005864,mikrobiznes,36,0,toladi
AP001294,A001294,2024-09-18,12964322,iste'mol,60,0,toladi
AP001295,A001295,2025-02-23,30461269,avto,60,465796,toladi
AP001296,A001296,2024-09-18,12926848,ipoteka,6,0,defolt
AP001297,A001297,2024-04-13,67191796,iste'mol,36,0,toladi
AP001298,A001298,2024-09-11,9661816,mikrobiznes,6,6366286,toladi
AP001299,A001299,2024-04-29,17609148,ta'lim,24,0,toladi
AP001300,A001300,2024-04-30,1659158,ta'lim,6,0,toladi
AP001301,A001301,2024-11-25,32005108,avto,60,0,toladi
AP001302,A001302,2024-05-24,67773530,avto,24,0,toladi
AP001303,A001303,2025-01-15,5751035,mikrobiznes,36,910272,toladi
AP001304,A001304,2024-08-31,13415871,iste'mol,24,0,toladi
AP001305,A001305,2024-05-28,11773156,kredit_karta,60,695273,defolt
AP001306,A001306,2024-08-21,8387759,iste'mol,12,0,toladi
AP001307,A001307,2025-01-03,9663813,avto,24,552849,toladi
AP001308,A001308,2024-05-31,24634207,ta'lim,24,596162,toladi
AP001309,A001309,2024-10-17,6565901,kredit_karta,36,367261,toladi
AP001310,A001310,2024-05-03,28015762,kredit_karta,24,3438089,defolt
AP001311,A001311,2024-09-28,10077831,ta'lim,6,0,toladi
AP001312,A001312,2024-04-25,12718248,ta'lim,60,1237442,toladi
AP001313,A001313,2024-10-01,12098287,mikrobiznes,24,4923743,toladi
AP001314,A001314,2025-02-28,37062929,mikrobiznes,60,941687,toladi
AP001315,A001315,2025-02-06,12525791,kredit_karta,60,180829,toladi
AP001316,A001316,2024-08-21,5756865,kredit_karta,24,376729,toladi
AP001317,A001317,2024-09-17,33387894,mikrobiznes,24,0,toladi
AP001318,A001318,2024-08-20,9842851,ta'lim,24,0,toladi
AP001319,A001319,2024-08-13,14257878,avto,36,2083000,toladi
AP001320,A001320,2025-02-08,14811914,avto,6,3423250,defolt
AP001321,A001321,2024-12-19,24243903,avto,60,0,toladi
AP001322,A001322,2024-07-27,30399817,ta'lim,12,336764,toladi
AP001323,A001323,2024-12-16,12068451,kredit_karta,36,0,toladi
AP001324,A001324,2024-04-14,28429517,mikrobiznes,60,1445299,toladi
AP001325,A001325,2024-08-29,4546591,ta'lim,24,0,toladi
AP001326,A001326,2024-10-20,13843177,kredit_karta,12,315250,toladi
AP001327,A001327,2024-05-14,9527753,ta'lim,12,2495496,toladi
AP001328,A001328,2024-10-03,3550151,ipoteka,12,1030391,toladi
AP001329,A001329,2025-02-08,14106025,iste'mol,60,0,toladi
AP001330,A001330,2024-11-08,17431428,ipoteka,12,2607092,toladi
AP001331,A001331,2024-08-30,11151653,avto,24,3393605,toladi
AP001332,A001332,2024-06-11,31235810,kredit_karta,36,0,toladi
AP001333,A001333,2024-09-08,12726847,iste'mol,36,2405899,toladi
AP001334,A001334,2024-04-26,10197684,ta'lim,36,0,toladi
AP001335,A001335,2024-08-29,9971900,ta'lim,60,0,toladi
AP001336,A001336,2024-05-16,21087722,avto,60,2217487,toladi
AP001337,A001337,2024-07-22,29021908,iste'mol,36,0,toladi
AP001338,A001338,2024-04-05,44251187,ipoteka,60,1249302,toladi
AP001339,A001339,2025-02-08,13588994,ta'lim,60,382258,toladi
AP001340,A001340,2025-01-11,44666848,avto,6,0,toladi
AP001341,A001341,2024-11-14,11652272,mikrobiznes,6,273265,toladi
AP001342,A001342,2024-12-09,11487060,avto,36,1403538,toladi
AP001343,A001343,2024-05-07,93951615,avto,60,1117611,toladi
AP001344,A001344,2024-04-25,8383267,ta'lim,24,0,toladi
AP001345,A001345,2024-09-04,36777367,ipoteka,12,841533,toladi
AP001346,A001346,2025-02-23,14925498,iste'mol,24,0,toladi
AP001347,A001347,2024-05-13,11085498,ipoteka,36,184958,toladi
AP001348,A001348,2024-05-02,10819417,ipoteka,60,0,toladi
AP001349,A001349,2024-12-22,15658435,ta'lim,36,313926,defolt
AP001350,A001350,2024-10-24,6511903,iste'mol,6,328520,defolt
AP001351,A001351,2024-07-28,8249162,avto,6,619919,toladi
AP001352,A001352,2025-01-02,44364055,iste'mol,60,0,defolt
AP001353,A001353,2024-10-10,11056908,iste'mol,60,0,toladi
AP001354,A001354,2025-02-12,15087888,ta'lim,6,4234592,toladi
AP001355,A001355,2024-07-30,41439575,ta'lim,6,376792,toladi
AP001356,A001356,2024-10-14,53996081,mikrobiznes,12,0,toladi
AP001357,A001357,2024-11-10,8185544,mikrobiznes,6,0,toladi
AP001358,A001358,2024-10-20,6257520,ipoteka,24,1337319,toladi
AP001359,A001359,2024-09-13,48760886,mikrobiznes,24,10761229,toladi
AP001360,A001360,2024-04-26,17142616,ipoteka,6,1644266,toladi
AP001361,A001361,2024-10-23,18585066,iste'mol,6,2674888,toladi
AP001362,A001362,2025-02-05,34806868,mikrobiznes,24,0,defolt
AP001363,A001363,2025-01-07,52766471,mikrobiznes,6,0,defolt
AP001364,A001364,2024-04-30,7543466,ta'lim,60,0,toladi
AP001365,A001365,2024-08-11,24607779,avto,6,169795,toladi
AP001366,A001366,2024-04-30,20663947,kredit_karta,60,0,toladi
AP001367,A001367,2024-11-15,10583796,ta'lim,12,1112970,toladi
AP001368,A001368,2024-11-03,21443898,ipoteka,24,0,toladi
AP001369,A001369,2025-01-09,6764895,avto,12,0,toladi
AP001370,A001370,2024-07-16,30370548,iste'mol,36,0,toladi
AP001371,A001371,2025-01-13,17647101,ta'lim,12,0,defolt
AP001372,A001372,2025-02-13,4860248,ipoteka,60,0,toladi
AP001373,A001373,2025-02-21,22147446,mikrobiznes,12,301799,toladi
AP001374,A001374,2024-11-08,10930973,iste'mol,24,176996,toladi
AP001375,A001375,2024-09-26,5071302,ta'lim,60,0,toladi
AP001376,A001376,2025-02-16,70902312,ipoteka,24,1074952,toladi
AP001377,A001377,2025-01-16,10449175,mikrobiznes,36,2073977,toladi
AP001378,A001378,2024-04-21,4376170,iste'mol,60,614213,toladi
AP001379,A001379,2024-08-31,25162396,ipoteka,36,0,toladi
AP001380,A001380,2024-09-15,28369004,ta'lim,12,2486133,toladi
AP001381,A001381,2024-12-01,23238821,ta'lim,12,872742,toladi
AP001382,A001382,2024-04-19,22491693,mikrobiznes,24,4593259,toladi
AP001383,A001383,2024-10-17,28995492,avto,12,0,toladi
AP001384,A001384,2025-01-09,51875180,kredit_karta,6,0,toladi
AP001385,A001385,2024-05-30,22837400,iste'mol,6,0,toladi
AP001386,A001386,2024-04-16,4589879,mikrobiznes,60,683537,toladi
AP001387,A001387,2024-05-16,13436323,mikrobiznes,36,3205603,toladi
AP001388,A001388,2025-01-09,25766593,mikrobiznes,12,0,toladi
AP001389,A001389,2024-11-08,17472618,kredit_karta,6,314802,toladi
AP001390,A001390,2024-11-03,36641218,avto,60,4401427,toladi
AP001391,A001391,2024-07-30,11183510,kredit_karta,24,0,toladi
AP001392,A001392,2024-05-14,23195242,avto,24,1966136,toladi
AP001393,A001393,2024-06-03,8264336,kredit_karta,36,0,toladi
AP001394,A001394,2024-08-22,30158735,ta'lim,60,2749367,toladi
AP001395,A001395,2024-07-23,32443232,iste'mol,60,821012,toladi
AP001396,A001396,2025-01-31,14961451,iste'mol,6,0,toladi
AP001397,A001397,2024-04-29,30270787,ta'lim,36,0,toladi
AP001398,A001398,2024-10-26,6069328,iste'mol,60,0,toladi
AP001399,A001399,2024-08-21,3718426,mikrobiznes,12,0,toladi
AP001400,A001400,2024-05-28,11755151,mikrobiznes,60,2113248,toladi
AP001401,A001401,2025-02-21,15170748,iste'mol,6,255923,toladi
AP001402,A001402,2024-06-26,12136570,iste'mol,6,228763,toladi
AP001403,A001403,2024-06-28,7435034,mikrobiznes,6,2698436,toladi
AP001404,A001404,2024-05-10,23027369,iste'mol,60,855112,toladi
AP001405,A001405,2024-11-05,29849009,iste'mol,36,179741,toladi
AP001406,A001406,2024-12-13,63872531,ipoteka,12,0,toladi
AP001407,A001407,2024-10-14,73503322,ta'lim,6,328610,toladi
AP001408,A001408,2024-12-31,12178857,ipoteka,60,2616993,defolt
AP001409,A001409,2024-10-02,3776820,iste'mol,24,2031866,toladi
AP001410,A001410,2024-12-08,25607364,iste'mol,12,120182,toladi
AP001411,A001411,2024-09-13,30018505,ta'lim,60,0,toladi
AP001412,A001412,2025-01-23,15024009,ta'lim,12,0,toladi
AP001413,A001413,2024-04-22,29609393,ipoteka,12,5216054,toladi
AP001414,A001414,2025-02-22,5894423,ipoteka,24,5407729,defolt
AP001415,A001415,2025-01-31,116361825,iste'mol,24,0,defolt
AP001416,A001416,2024-09-30,39056028,avto,6,0,toladi
AP001417,A001417,2024-11-23,21433471,mikrobiznes,6,3522003,toladi
AP001418,A001418,2025-02-07,6584281,avto,12,0,toladi
AP001419,A001419,2024-06-30,15730674,avto,6,0,toladi
AP001420,A001420,2024-10-08,20355165,avto,24,1348850,toladi
AP001421,A001421,2024-10-30,58556072,ipoteka,60,0,defolt
AP001422,A001422,2024-05-11,5920602,ipoteka,24,0,defolt
AP001423,A001423,2024-06-11,15293694,mikrobiznes,36,908401,toladi
AP001424,A001424,2025-02-03,8070437,ipoteka,24,6751112,defolt
AP001425,A001425,2024-11-02,10534807,avto,36,303936,toladi
AP001426,A001426,2024-10-27,9283659,mikrobiznes,12,1464390,toladi
AP001427,A001427,2024-12-04,30594325,kredit_karta,36,328113,toladi
AP001428,A001428,2025-01-09,9737532,kredit_karta,60,0,toladi
AP001429,A001429,2025-01-31,14667016,iste'mol,24,0,toladi
AP001430,A001430,2024-12-15,5238794,kredit_karta,6,0,toladi
AP001431,A001431,2024-07-05,15988584,ipoteka,24,0,toladi
AP001432,A001432,2024-05-15,35491296,avto,60,20536007,defolt
AP001433,A001433,2024-09-17,3947307,ta'lim,24,0,toladi
AP001434,A001434,2024-06-05,10441343,kredit_karta,6,223253,toladi
AP001435,A001435,2024-12-26,14673649,ipoteka,36,0,toladi
AP001436,A001436,2025-02-20,28056970,mikrobiznes,12,6441258,defolt
AP001437,A001437,2024-06-27,64260345,avto,24,2969150,toladi
AP001438,A001438,2025-02-10,19501384,ta'lim,36,657992,toladi
AP001439,A001439,2025-02-05,19511998,avto,6,301140,toladi
AP001440,A001440,2024-10-08,27469224,ta'lim,36,0,defolt
AP001441,A001441,2024-12-21,8381415,mikrobiznes,36,1475890,toladi
AP001442,A001442,2025-02-24,2461395,kredit_karta,36,3046247,toladi
AP001443,A001443,2024-07-15,20171546,kredit_karta,36,0,toladi
AP001444,A001444,2024-10-23,27393167,avto,6,4412639,toladi
AP001445,A001445,2024-06-24,8434890,kredit_karta,36,916072,toladi
AP001446,A001446,2024-09-15,35180403,kredit_karta,6,0,toladi
AP001447,A001447,2025-01-07,12241219,iste'mol,6,0,toladi
AP001448,A001448,2024-09-06,16382527,iste'mol,12,0,toladi
AP001449,A001449,2024-12-01,10840497,kredit_karta,60,0,toladi
AP001450,A001450,2024-12-09,8005873,kredit_karta,24,0,toladi
AP001451,A001451,2024-12-19,18181613,iste'mol,6,0,toladi
AP001452,A001452,2025-01-10,20266258,iste'mol,60,0,toladi
AP001453,A001453,2024-08-29,10642340,kredit_karta,36,0,toladi
AP001454,A001454,2025-01-16,17466962,ipoteka,60,1256777,toladi
AP001455,A001455,2024-08-05,39188854,iste'mol,6,0,toladi
AP001456,A001456,2024-11-23,10724771,iste'mol,60,0,toladi
AP001457,A001457,2024-09-23,10293769,ta'lim,36,0,toladi
AP001458,A001458,2024-09-17,9605090,kredit_karta,60,196398,toladi
AP001459,A001459,2025-02-23,24689732,mikrobiznes,60,1160724,defolt
AP001460,A001460,2024-12-31,30694683,iste'mol,36,997009,defolt
AP001461,A001461,2024-05-11,28062836,mikrobiznes,36,947381,toladi
AP001462,A001462,2024-10-11,61516335,ta'lim,24,1766478,toladi
AP001463,A001463,2024-12-11,20736403,mikrobiznes,6,3824174,toladi
AP001464,A001464,2024-10-05,32028021,mikrobiznes,6,455406,toladi
AP001465,A001465,2025-01-19,44212949,ta'lim,60,0,toladi
AP001466,A001466,2024-11-10,21806508,kredit_karta,36,2722295,toladi
AP001467,A001467,2024-06-25,3451604,iste'mol,60,235066,toladi
AP001468,A001468,2024-08-30,3696621,kredit_karta,12,0,toladi
AP001469,A001469,2024-06-04,4795026,avto,24,1706648,toladi
AP001470,A001470,2024-07-13,17321522,mikrobiznes,24,0,toladi
AP001471,A001471,2024-06-26,14028745,ipoteka,36,0,toladi
AP001472,A001472,2024-06-17,16903179,ta'lim,36,0,toladi
AP001473,A001473,2024-05-26,11040608,iste'mol,60,0,toladi
AP001474,A001474,2024-06-21,61142453,kredit_karta,36,0,toladi
AP001475,A001475,2024-06-15,8064256,mikrobiznes,6,2861629,toladi
AP001476,A001476,2024-08-17,15187514,kredit_karta,12,35009,toladi
AP001477,A001477,2024-05-11,15886040,iste'mol,12,0,toladi
AP001478,A001478,2025-01-03,13545177,mikrobiznes,36,9064073,defolt
AP001479,A001479,2024-11-26,19186734,ipoteka,12,0,toladi
AP001480,A001480,2024-06-16,11603403,iste'mol,24,0,toladi
AP001481,A001481,2024-11-08,44008927,kredit_karta,24,285913,toladi
AP001482,A001482,2024-06-02,25911419,iste'mol,12,1111351,toladi
AP001483,A001483,2024-12-26,18688995,ta'lim,24,0,toladi
AP001484,A001484,2024-09-28,11299862,ipoteka,60,0,toladi
AP001485,A001485,2024-06-22,17564661,avto,36,1593464,toladi
AP001486,A001486,2024-12-27,32500387,ta'lim,60,0,toladi
AP001487,A001487,2024-05-17,16819821,kredit_karta,36,1459561,toladi
AP001488,A001488,2024-04-06,21237306,mikrobiznes,36,0,toladi
AP001489,A001489,2024-05-04,15950441,mikrobiznes,6,2278867,toladi
AP001490,A001490,2024-12-09,17278604,avto,12,0,toladi
AP001491,A001491,2025-02-24,11110734,kredit_karta,12,2890098,defolt
AP001492,A001492,2024-05-03,19829344,ta'lim,6,1120366,toladi
AP001493,A001493,2024-09-03,19247606,mikrobiznes,36,0,toladi
AP001494,A001494,2024-09-24,15874301,ta'lim,6,509765,toladi
AP001495,A001495,2025-02-21,11056135,iste'mol,6,0,toladi
AP001496,A001496,2024-08-29,11130835,avto,60,0,defolt
AP001497,A001497,2025-01-11,9868173,ta'lim,6,1799837,toladi
AP001498,A001498,2024-07-03,15669161,avto,60,536729,toladi
AP001499,A001499,2024-12-16,6875184,ta'lim,60,0,toladi
AP001500,A001500,2024-08-31,4503899,iste'mol,60,0,toladi
AP001501,A001501,2024-09-01,25512929,ipoteka,36,335916,toladi
AP001502,A001502,2024-11-20,17372858,kredit_karta,6,1877970,toladi
AP001503,A001503,2024-11-09,6185603,ipoteka,6,0,defolt
AP001504,A001504,2025-02-06,17122424,kredit_karta,60,0,toladi
AP001505,A001505,2024-09-21,29980755,ta'lim,60,0,toladi
AP001506,A001506,2024-06-14,35860175,ta'lim,24,134761,toladi
AP001507,A001507,2024-07-12,6159528,mikrobiznes,12,690067,toladi
AP001508,A001508,2024-11-14,57993447,avto,36,3159604,toladi
AP001509,A001509,2024-08-10,31621930,mikrobiznes,6,0,toladi
AP001510,A001510,2024-09-27,44585945,kredit_karta,12,771082,toladi
AP001511,A001511,2024-08-12,11388779,ipoteka,24,491888,toladi
AP001512,A001512,2024-04-06,9624286,avto,60,0,toladi
AP001513,A001513,2024-12-19,46130088,iste'mol,24,0,defolt
AP001514,A001514,2024-12-13,45256462,mikrobiznes,60,572178,toladi
AP001515,A001515,2024-07-13,13336266,avto,24,375334,toladi
AP001516,A001516,2024-12-09,18803831,kredit_karta,36,146127,toladi
AP001517,A001517,2024-08-31,79856416,mikrobiznes,60,665508,toladi
AP001518,A001518,2024-06-05,19733417,mikrobiznes,36,0,toladi
AP001519,A001519,2024-07-11,14541202,avto,24,0,toladi
AP001520,A001520,2024-05-06,29701749,ta'lim,60,0,toladi
AP001521,A001521,2024-11-20,30045904,avto,60,480909,toladi
AP001522,A001522,2024-04-20,2844944,ipoteka,12,4991381,toladi
AP001523,A001523,2024-09-09,83672228,mikrobiznes,6,1981862,toladi
AP001524,A001524,2024-12-14,12696901,ta'lim,6,3962112,toladi
AP001525,A001525,2025-01-24,18065250,kredit_karta,6,2126847,toladi
AP001526,A001526,2025-01-17,20146201,kredit_karta,6,144199,toladi
AP001527,A001527,2024-06-19,14341942,avto,6,1534863,toladi
AP001528,A001528,2024-12-03,15408213,iste'mol,6,5938730,toladi
AP001529,A001529,2024-08-12,34723601,kredit_karta,36,123595,toladi
AP001530,A001530,2024-05-13,42630906,ipoteka,60,0,defolt
AP001531,A001531,2024-05-03,27316049,kredit_karta,36,0,toladi
AP001532,A001532,2024-08-07,98031193,ta'lim,6,304785,toladi
AP001533,A001533,2024-10-14,1863942,avto,60,218477,defolt
AP001534,A001534,2025-01-27,34849205,ta'lim,36,2825355,defolt
AP001535,A001535,2024-04-18,30786918,ta'lim,60,946854,toladi
AP001536,A001536,2024-07-22,27559874,kredit_karta,6,791497,toladi
AP001537,A001537,2024-06-25,30072494,avto,24,883473,toladi
AP001538,A001538,2024-12-31,3851179,ta'lim,60,697192,toladi
AP001539,A001539,2024-12-26,6314223,iste'mol,24,0,toladi
AP001540,A001540,2024-06-19,19408667,kredit_karta,24,865205,toladi
AP001541,A001541,2024-12-04,23390718,ta'lim,60,1409200,toladi
AP001542,A001542,2024-06-23,11514510,ipoteka,24,0,toladi
AP001543,A001543,2025-01-31,21912468,mikrobiznes,12,0,toladi
AP001544,A001544,2025-02-25,15180924,ipoteka,36,0,toladi
AP001545,A001545,2025-02-18,9788870,ipoteka,12,367553,toladi
AP001546,A001546,2024-06-12,22408261,iste'mol,12,0,toladi
AP001547,A001547,2024-08-16,10423196,ta'lim,24,734209,toladi
AP001548,A001548,2024-08-07,8414242,ipoteka,36,9245840,defolt
AP001549,A001549,2025-01-25,2806219,ipoteka,60,970565,toladi
AP001550,A001550,2025-02-22,17436480,iste'mol,12,0,toladi
AP001551,A001551,2024-04-05,28655605,kredit_karta,6,506885,toladi
AP001552,A001552,2025-01-10,10631095,ipoteka,24,2048986,toladi
AP001553,A001553,2024-08-18,3775783,ta'lim,6,0,toladi
AP001554,A001554,2025-01-28,6600801,iste'mol,12,119473,toladi
AP001555,A001555,2025-02-26,76275898,mikrobiznes,24,2990161,toladi
AP001556,A001556,2025-01-11,28890050,mikrobiznes,60,592021,toladi
AP001557,A001557,2025-01-27,13451884,kredit_karta,36,2189793,toladi
AP001558,A001558,2024-05-16,21243556,ipoteka,60,1612029,toladi
AP001559,A001559,2024-07-25,12979020,iste'mol,24,0,toladi
AP001560,A001560,2024-08-28,5411560,kredit_karta,6,444132,toladi
AP001561,A001561,2025-01-26,11328528,ipoteka,24,3311215,toladi
AP001562,A001562,2024-07-09,14086099,kredit_karta,6,0,defolt
AP001563,A001563,2024-11-04,22371373,ta'lim,36,366448,toladi
AP001564,A001564,2024-09-28,17780651,ta'lim,24,13902507,defolt
AP001565,A001565,2024-05-19,14566307,mikrobiznes,6,0,toladi
AP001566,A001566,2024-06-06,11888281,kredit_karta,6,614996,toladi
AP001567,A001567,2024-05-15,39659867,avto,24,2083400,toladi
AP001568,A001568,2025-02-25,29341323,kredit_karta,24,20797725,defolt
AP001569,A001569,2024-12-14,46958376,avto,6,139819,toladi
AP001570,A001570,2024-12-06,5903966,kredit_karta,36,2567863,toladi
AP001571,A001571,2025-01-28,48673091,kredit_karta,12,0,toladi
AP001572,A001572,2024-12-06,44318910,ipoteka,60,4855659,toladi
AP001573,A001573,2025-02-20,19243467,mikrobiznes,6,0,toladi
AP001574,A001574,2024-04-12,10398905,ta'lim,6,0,toladi
AP001575,A001575,2024-11-02,41214028,kredit_karta,36,0,toladi
AP001576,A001576,2024-05-07,13548150,avto,36,0,toladi
AP001577,A001577,2024-06-02,5363984,avto,24,322751,toladi
AP001578,A001578,2024-07-27,9150895,iste'mol,24,2014780,defolt
AP001579,A001579,2025-02-11,12618000,mikrobiznes,24,11660009,toladi
AP001580,A001580,2024-11-04,7031213,kredit_karta,60,8343117,toladi
AP001581,A001581,2024-04-25,7840739,avto,36,1271266,toladi
AP001582,A001582,2024-12-11,17811433,mikrobiznes,12,0,toladi
AP001583,A001583,2025-01-26,11193214,mikrobiznes,36,0,toladi
AP001584,A001584,2024-09-20,32612646,iste'mol,6,0,toladi
AP001585,A001585,2024-10-31,14755914,avto,60,848614,toladi
AP001586,A001586,2024-07-29,14864668,iste'mol,36,0,toladi
AP001587,A001587,2024-08-22,10487041,kredit_karta,60,0,toladi
AP001588,A001588,2024-06-22,10779361,avto,36,0,toladi
AP001589,A001589,2024-08-13,8754716,ipoteka,36,365491,toladi
AP001590,A001590,2024-09-10,14083097,mikrobiznes,24,3777357,toladi
AP001591,A001591,2024-08-22,7291225,avto,12,0,toladi
AP001592,A001592,2025-01-17,5821514,iste'mol,12,0,toladi
AP001593,A001593,2024-06-13,24836122,iste'mol,36,562320,defolt
AP001594,A001594,2024-09-02,9062639,mikrobiznes,60,0,toladi
AP001595,A001595,2024-12-07,4630478,kredit_karta,24,4634434,toladi
AP001596,A001596,2024-04-28,12547871,ipoteka,24,607821,toladi
